Nome,Coluna,Variavel,Apath 4.00,Tipo,CompWhere,Tamanho banco,Apath tabela,Apath tabela pai
fq72302,neq720804,cnpj,nfeProc/NFe/infNFe/entrega/CNPJ,String,neq720803 = 'entrega',14,,
fq72302,neq720805,cpf,nfeProc/NFe/infNFe/entrega/CPF,String,neq720803 = 'entrega',11,,
fq72302,neq720806,xNome,nfeProc/NFe/infNFe/entrega/xNome,String,neq720803 = 'entrega',60,,
fq72302,neq720807,xFant,nfeProc/NFe/infNFe/entrega/xFant,String,neq720803 = 'entrega',60,,
fq72302,neq720808,xLgr,nfeProc/NFe/infNFe/entrega/xLgr,String,neq720803 = 'entrega',60,,
fq72302,neq720809,nro,nfeProc/NFe/infNFe/entrega/nro,String,neq720803 = 'entrega',60,,
fq72302,neq720810,xCpl,nfeProc/NFe/infNFe/entrega/xCpl,String,neq720803 = 'entrega',60,,
fq72302,neq720811,xBairro,nfeProc/NFe/infNFe/entrega/xBairro,String,neq720803 = 'entrega',60,,
fq72302,neq720812,cMun,nfeProc/NFe/infNFe/entrega/cMun,String,neq720803 = 'entrega',60,,
fq72302,neq720813,xMun,nfeProc/NFe/infNFe/entrega/xMun,String,neq720803 = 'entrega',60,,
fq72302,neq720814,uf,nfeProc/NFe/infNFe/entrega/UF,String,neq720803 = 'entrega',2,,
fq72302,neq720815,cep,nfeProc/NFe/infNFe/entrega/CEP,Integer,neq720803 = 'entrega',8,,
fq72302,neq720816,cPais,nfeProc/NFe/infNFe/entrega/cPais,Integer,neq720803 = 'entrega',4,,
fq72302,neq720817,xPais,nfeProc/NFe/infNFe/entrega/xPais,String,neq720803 = 'entrega',60,,
fq72302,neq720819,ie,nfeProc/NFe/infNFe/entrega/IE,String,neq720803 = 'entrega',30,,
fq72302,neq720820,isuf,nfeProc/NFe/infNFe/entrega/ISUF,String,neq720803 = 'entrega',20,,
fq72302,neq720821,iest,nfeProc/NFe/infNFe/entrega/IEST,String,neq720803 = 'entrega',20,,
fq72302,neq720822,im,nfeProc/NFe/infNFe/entrega/IM,String,neq720803 = 'entrega',20,,
fq72302,neq720823,fone,nfeProc/NFe/infNFe/entrega/fone,String,neq720803 = 'entrega',20,,
fq72302,neq720824,email,nfeProc/NFe/infNFe/entrega/email,String,neq720803 = 'entrega',60,,
fq72302,neq720825,cnae,nfeProc/NFe/infNFe/entrega/CNAE,String,neq720803 = 'entrega',7,,
fq72302,neq720826,crt,nfeProc/NFe/infNFe/entrega/CRT,Integer,neq720803 = 'entrega',1,,
fq72302,neq721206,idEstrangeiro,nfeProc/NFe/infNFe/entrega/idEstrangeiro,String,neq720803 = 'entrega',20,,
fq72302,neq721207,indIEDest,nfeProc/NFe/infNFe/entrega/indIEDest,Integer,neq720803 = 'entrega',1,,
fq72302,neq720652,id,${chaveDeAcesso},String,neq720803 = 'retirada',50,nfeProc/NFe/infNFe/retirada,
fq72302,neq720803,cTipo,${compWhere},String,neq720803 = 'retirada',15,,
fq72302,neq720804,cnpj,nfeProc/NFe/infNFe/retirada/CNPJ,String,neq720803 = 'retirada',14,,
fq72302,neq720805,cpf,nfeProc/NFe/infNFe/retirada/CPF,String,neq720803 = 'retirada',11,,
fq72302,neq720806,xNome,nfeProc/NFe/infNFe/retirada/xNome,String,neq720803 = 'retirada',60,,
fq72302,neq720807,xFant,nfeProc/NFe/infNFe/retirada/xFant,String,neq720803 = 'retirada',60,,
fq72302,neq720808,xLgr,nfeProc/NFe/infNFe/retirada/xLgr,String,neq720803 = 'retirada',60,,
fq72302,neq720809,nro,nfeProc/NFe/infNFe/retirada/nro,String,neq720803 = 'retirada',60,,
fq72302,neq720810,xCpl,nfeProc/NFe/infNFe/retirada/xCpl,String,neq720803 = 'retirada',60,,
fq72302,neq720811,xBairro,nfeProc/NFe/infNFe/retirada/xBairro,String,neq720803 = 'retirada',60,,
fq72302,neq720812,cMun,nfeProc/NFe/infNFe/retirada/cMun,String,neq720803 = 'retirada',60,,
fq72302,neq720813,xMun,nfeProc/NFe/infNFe/retirada/xMun,String,neq720803 = 'retirada',60,,
fq72302,neq720814,uf,nfeProc/NFe/infNFe/retirada/UF,String,neq720803 = 'retirada',2,,
fq72302,neq720815,cep,nfeProc/NFe/infNFe/retirada/CEP,Integer,neq720803 = 'retirada',8,,
fq72302,neq720816,cPais,nfeProc/NFe/infNFe/retirada/cPais,Integer,neq720803 = 'retirada',4,,
fq72302,neq720817,xPais,nfeProc/NFe/infNFe/retirada/xPais,String,neq720803 = 'retirada',60,,
fq72302,neq720819,ie,nfeProc/NFe/infNFe/retirada/IE,String,neq720803 = 'retirada',30,,
fq72302,neq720820,isuf,nfeProc/NFe/infNFe/retirada/ISUF,String,neq720803 = 'retirada',20,,
fq72302,neq720821,iest,nfeProc/NFe/infNFe/retirada/IEST,String,neq720803 = 'retirada',20,,
fq72302,neq720822,im,nfeProc/NFe/infNFe/retirada/IM,String,neq720803 = 'retirada',20,,
fq72302,neq720823,fone,nfeProc/NFe/infNFe/retirada/fone,String,neq720803 = 'retirada',20,,
fq72302,neq720824,email,nfeProc/NFe/infNFe/retirada/email,String,neq720803 = 'retirada',60,,
fq72302,neq720825,cnae,nfeProc/NFe/infNFe/retirada/CNAE,String,neq720803 = 'retirada',7,,
fq72302,neq720826,crt,nfeProc/NFe/infNFe/retirada/CRT,Integer,neq720803 = 'retirada',1,,
fq72302,neq721206,idEstrangeiro,nfeProc/NFe/infNFe/retirada/idEstrangeiro,String,neq720803 = 'retirada',20,,
fq72302,neq721207,indIEDest,nfeProc/NFe/infNFe/retirada/indIEDest,Integer,neq720803 = 'retirada',1,,
fq72302,neq720652,id,${chaveDeAcesso},String,neq720803 = 'transporta',50,nfeProc/NFe/infNFe/transp/transporta,
fq72302,neq720803,cTipo,${compWhere},String,neq720803 = 'transporta',15,,
fq72302,neq720804,cnpj,nfeProc/NFe/infNFe/transp/transporta/CNPJ,String,neq720803 = 'transporta',14,,
fq72302,neq720805,cpf,nfeProc/NFe/infNFe/transp/transporta/CPF,String,neq720803 = 'transporta',11,,
fq72302,neq720806,xNome,nfeProc/NFe/infNFe/transp/transporta/xNome,String,neq720803 = 'transporta',60,,
fq72302,neq720807,xFant,nfeProc/NFe/infNFe/transp/transporta/xFant,String,neq720803 = 'transporta',60,,
fq72302,neq720808,xLgr,nfeProc/NFe/infNFe/transp/transporta/xLgr,String,neq720803 = 'transporta',60,,
fq72302,neq720809,nro,nfeProc/NFe/infNFe/transp/transporta/nro,String,neq720803 = 'transporta',60,,
fq72302,neq720810,xCpl,nfeProc/NFe/infNFe/transp/transporta/xCpl,String,neq720803 = 'transporta',60,,
fq72302,neq720811,xBairro,nfeProc/NFe/infNFe/transp/transporta/xBairro,String,neq720803 = 'transporta',60,,
fq72302,neq720812,cMun,nfeProc/NFe/infNFe/transp/transporta/cMun,String,neq720803 = 'transporta',60,,
fq72302,neq720813,xMun,nfeProc/NFe/infNFe/transp/transporta/xMun,String,neq720803 = 'transporta',60,,
fq72302,neq720814,uf,nfeProc/NFe/infNFe/transp/transporta/UF,String,neq720803 = 'transporta',2,,
fq72302,neq720815,cep,nfeProc/NFe/infNFe/transp/transporta/CEP,Integer,neq720803 = 'transporta',8,,
fq72302,neq720816,cPais,nfeProc/NFe/infNFe/transp/transporta/cPais,Integer,neq720803 = 'transporta',4,,
fq72302,neq720817,xPais,nfeProc/NFe/infNFe/transp/transporta/xPais,String,neq720803 = 'transporta',60,,
fq72302,neq720818,xEnder,nfeProc/NFe/infNFe/transp/transporta/xEnder,String,neq720803 = 'transporta',70,,
fq72302,neq720819,ie,nfeProc/NFe/infNFe/transp/transporta/IE,String,neq720803 = 'transporta',30,,
fq72302,neq720820,isuf,nfeProc/NFe/infNFe/transp/transporta/ISUF,String,neq720803 = 'transporta',20,,
