Nome,Coluna,Variavel,Apath 4.00,Tipo,CompWhere,Tamanho banco,Apath tabela,Apath tabela pai
fq72300,nfq720739,icmsVbc,nfeProc/NFe/infNFe/total/ISSQNtot/vBC,Decimal,,15,,
fq72300,nfq720740,icmsViss,nfeProc/NFe/infNFe/total/ISSQNtot/vISS,Decimal,,15,,
fq72300,nfq720741,icmsVpis,nfeProc/NFe/infNFe/total/ISSQNtot/vPIS,Decimal,,15,,
fq72300,nfq720742,icmsServVcofins,nfeProc/NFe/infNFe/total/ISSQNtot/vCOFINS,Decimal,,15,,
fq72300,nfq720743,cRegTribVRetpis,nfeProc/NFe/infNFe/total/retTrib/vRetPIS,Decimal,,15,,
fq72300,nfq720744,cRegTribVretcofins,nfeProc/NFe/infNFe/total/retTrib/vRetCOFINS,Decimal,,15,,
fq72300,nfq720745,cRegTribVretcsll,nfeProc/NFe/infNFe/total/retTrib/vRetCSLL,Decimal,,15,,
fq72300,nfq720746,cRegTribVbcirrf,nfeProc/NFe/infNFe/total/retTrib/vBCIRRF,Decimal,,15,,
fq72300,nfq720747,cRegTribVirrf,nfeProc/NFe/infNFe/total/retTrib/vIRRF,Decimal,,15,,
fq72300,nfq720748,cRegTribVbcRetPrev,nfeProc/NFe/infNFe/total/retTrib/vBCRetPrev,Decimal,,15,,
fq72300,nfq720749,cRegTribVRetPrev,nfeProc/NFe/infNFe/total/retTrib/vRetPrev,Decimal,,15,,
fq72300,nfq720750,transpModFrete,nfeProc/NFe/infNFe/transp/modFrete,String,,1,,
fq72300,nfq720751,transpVserv,nfeProc/NFe/infNFe/transp/retTransp/vServ,Decimal,,15,,
fq72300,nfq720752,transpVbcRet,nfeProc/NFe/infNFe/transp/retTransp/vBCRet,Decimal,,15,,
fq72300,nfq720753,transpPicmsRet,nfeProc/NFe/infNFe/transp/retTransp/pICMSRet,Integer,,8,,
fq72300,nfq720754,transpVicmsRet,nfeProc/NFe/infNFe/transp/retTransp/vICMSRet,Decimal,,15,,
fq72300,nfq720755,transpCfop,nfeProc/NFe/infNFe/transp/retTransp/CFOP,String,,4,,
fq72300,nfq720756,transpCmunFg,nfeProc/NFe/infNFe/transp/retTransp/cMunFG,String,,7,,
fq72300,nfq720757,transpPlaca,nfeProc/NFe/infNFe/transp/veicTransp/placa,String,,10,,
fq72300,nfq720758,transpUf,nfeProc/NFe/infNFe/transp/veicTransp/UF,String,,2,,
fq72300,nfq720759,transpRntc,nfeProc/NFe/infNFe/transp/veicTransp/RNTC,String,,20,,
fq72300,nfq720760,cobrNfat,nfeProc/NFe/infNFe/cobr/fat/nFat,String,,60,,
fq72300,nfq720761,cobrVorig,nfeProc/NFe/infNFe/cobr/fat/vOrig,Decimal,,15,,
fq72300,nfq720762,cobrVdesc,nfeProc/NFe/infNFe/cobr/fat/vDesc,Decimal,,15,,
fq72300,nfq720763,cobrVliq,nfeProc/NFe/infNFe/cobr/fat/vLiq,Decimal,,15,,
fq72300,nfq720764,infAdicFisco,nfeProc/NFe/infNFe/infAdic/infAdFisco,String,,2000,,
fq72300,nfq720765,InfAdicCpl,nfeProc/NFe/infNFe/infAdic/infCpl,String,,4000,,
fq72300,nfq720766,exportaUfEmbarq,-,String,,2,,
fq72300,nfq720767,exportaXlocEmbarq,-,String,,60,,
fq72300,nfq720768,compraXnEmp,-,String,,22,,
fq72300,nfq720769,xPed,nfeProc/NFe/infNFe/compra/xPed,String,,60,,
fq72300,nfq720770,xCont,nfeProc/NFe/infNFe/compra/xCont,String,,60,,
fq72300,nfq721201,ideDhEmi,nfeProc/NFe/infNFe/ide/dhEmi,Date Time,,25,,
fq72300,nfq721202,ideDhSainEnt,nfeProc/NFe/infNFe/ide/dhSaiEnt,Date Time,,25,,
fq72300,nfq721203,ideIdDest,nfeProc/NFe/infNFe/ide/idDest,Integer,,1,,
fq72300,nfq721204,ideIndFinal,nfeProc/NFe/infNFe/ide/indFinal,Integer,,1,,
fq72300,nfq721205,ideIndPres,nfeProc/NFe/infNFe/ide/indPres,Integer,,1,,
fq72300,nfq721240,icmsDeson,nfeProc/NFe/infNFe/total/ICMSTot/vICMSDeson,Decimal,,15,,
fq72300,nfq721241,issqnDcompet,nfeProc/NFe/infNFe/total/ISSQNtot/dCompet,String,,8,,
fq72300,nfq721242,issqnVdeducao,nfeProc/NFe/infNFe/total/ISSQNtot/vDeducao,Decimal,,15,,
fq72300,nfq721243,issqnVoutro,nfeProc/NFe/infNFe/total/ISSQNtot/vOutro,Decimal,,15,,
fq72300,nfq721244,issqnVdescIncond,nfeProc/NFe/infNFe/total/ISSQNtot/vDescIncond,Decimal,,15,,
fq72300,nfq721245,issqnVDescCond,nfeProc/NFe/infNFe/total/ISSQNtot/vDescCond,Decimal,,15,,
fq72300,nfq721246,issqnVissRet,nfeProc/NFe/infNFe/total/ISSQNtot/vISSRet,Decimal,,15,,
fq72300,nfq721247,issqnCregTrib,nfeProc/NFe/infNFe/total/ISSQNtot/cRegTrib,Integer,,2,,
fq72300,nfq721310,icmsVfcpufDest,nfeProc/NFe/infNFe/total/ICMSTot/vFCPUFDest,Decimal,,13,,
fq72300,nfq721311,icmsVicmsufDest,nfeProc/NFe/infNFe/total/ICMSTot/vICMSUFDest,Decimal,,13,,
fq72300,nfq721312,icmsVicmsufRemet,nfeProc/NFe/infNFe/total/ICMSTot/vICMSUFRemet,Decimal,,13,,
fq72300,nfq722411,icmsVfcp,nfeProc/NFe/infNFe/total/ICMSTot/vFCP,Decimal,,15,,
fq72300,nfq722414,icmsVfcpst,nfeProc/NFe/infNFe/total/ICMSTot/vFCPST,Decimal,,15,,
fq72300,nfq722417,icmsVfcpstRet,nfeProc/NFe/infNFe/total/ICMSTot/vFCPSTRet,Decimal,,15,,
fq72300,nfq722421,icmsVipiDevol,nfeProc/NFe/infNFe/total/ICMSTot/vIPIDevol,Decimal,,15,,
fq72300,nfq722445,compraXnEmp,nfeProc/NFe/infNFe/compra/xNEmp,String,,22,,
fq72301,niq720652,id,${chaveDeAcesso},String,,50,nfeProc/NFe/infNFe/det,
fq72301,niq720653,nSequencia,nfeProc/NFe/infNFe/det/@nItem,Integer,,22,,
fq72301,niq720654,prodCprod,nfeProc/NFe/infNFe/det/prod/cProd,String,,60,,
fq72301,niq720655,prodCean,nfeProc/NFe/infNFe/det/prod/cEAN,String,,50,,
fq72301,niq720656,prodXprod,nfeProc/NFe/infNFe/det/prod/xProd,String,,120,,
fq72301,niq720657,prodNcm,nfeProc/NFe/infNFe/det/prod/NCM,String,,10,,
fq72301,niq720658,prodExtIpi,nfeProc/NFe/infNFe/det/prod/EXTIPI,String,,3,,
fq72301,niq720660,prodCfop,nfeProc/NFe/infNFe/det/prod/CFOP,Integer,,4,,
fq72301,niq720661,prodUcom,nfeProc/NFe/infNFe/det/prod/uCom,String,,6,,
fq72301,niq720662,prodQcom,nfeProc/NFe/infNFe/det/prod/qCom,Decimal,,15,,
fq72301,niq720663,prodVunCom,nfeProc/NFe/infNFe/det/prod/vUnCom,Decimal,,21,,
fq72301,niq720665,prodCeanTrib,nfeProc/NFe/infNFe/det/prod/cEANTrib,String,,15,,
fq72301,niq720666,prodUtrib,nfeProc/NFe/infNFe/det/prod/uTrib,String,,6,,
fq72301,niq720667,prodQtrib,nfeProc/NFe/infNFe/det/prod/qTrib,Decimal,,15,,
fq72301,niq720668,prodVunTrib,nfeProc/NFe/infNFe/det/prod/vUnTrib,Decimal,,21,,
fq72301,niq720671,prodGenero,nfeProc/NFe/infNFe/det/prod/genero,String,,2,,
fq72301,niq720672,prodVoutro,nfeProc/NFe/infNFe/det/prod/vOutro,Decimal,,15,,
fq72301,niq720673,prodIndTot,nfeProc/NFe/infNFe/det/prod/indTot,Integer,,1,,
fq72301,niq720674,icmsPmvast,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pMVAST,Decimal,,15,,
fq72301,niq720675,nItemPed,nfeProc/NFe/infNFe/det/prod/nItemPed,String,,10,,
fq72301,niq720676,icmsOrig,nfeProc/NFe/infNFe/det/imposto/ICMS/*/orig,String,,1,,
fq72301,niq720677,icmsCst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/CST,String,,2,,
fq72301,niq720678,icmsModBc,nfeProc/NFe/infNFe/det/imposto/ICMS/*/modBC,String,,1,,
fq72301,niq720679,icmspRedBc,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pRedBC,Decimal,,5,,
fq72301,niq720680,icmsVbc,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBC,Decimal,,15,,
fq72301,niq720681,icmsPicms,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pICMS,Decimal,,5,,
fq72301,niq720682,icmsVicms,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMS,Decimal,,15,,
fq72301,niq720683,icmsModBcst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/modBCST,String,,1,,
fq72301,niq720684,icmspRedBcst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pRedBCST,Decimal,,5,,
fq72301,niq720685,icmsVbcst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCST,Decimal,,15,,
fq72301,niq720686,icmsPicmSst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pICMSST,Decimal,,15,,
fq72301,niq720687,icmsVicmSst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSST,Decimal,,15,,
fq72301,niq720688,icmsMotDesIcms,nfeProc/NFe/infNFe/det/imposto/ICMS/*/motDesICMS,String,,1,,
fq72301,niq720689,icmsVBcstRet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCSTRet,Decimal,,15,,
fq72301,niq720690,icmsVicmSstRet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSSTRet,Decimal,,15,,
fq72301,niq720691,icmsPbcoP,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSPart/pBCOp,Decimal,,8,,
fq72301,niq720692,icmsUfst,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSPart/UFST,String,,2,,
fq72301,niq720693,icmsVbsctDest,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSST/vBCSTDest,Decimal,,15,,
fq72301,niq720694,icmsVicmSstDest,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSST/vICMSSTDest,Decimal,,15,,
fq72301,niq720695,icmsCson,nfeProc/NFe/infNFe/det/imposto/ICMS/*/CSOSN,Integer,,3,,
fq72301,niq720696,icmsPcredSn,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pCredSN,Decimal,,6,,
fq72301,niq720697,icmsVcredIcmSsn,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vCredICMSSN,Decimal,,15,,
fq72301,niq720698,ipiCiEnq,-,String,,5,,
fq72301,niq720699,ipiCnpjProd,nfeProc/NFe/infNFe/det/imposto/IPI/CNPJProd,String,,14,,
fq72301,niq720700,ipiCselo,nfeProc/NFe/infNFe/det/imposto/IPI/cSelo,String,,60,,
fq72301,niq720728,prodVprod,nfeProc/NFe/infNFe/det/prod/vProd,Decimal,,15,,
fq72301,niq720729,prodVFrete,nfeProc/NFe/infNFe/det/prod/vFrete,Decimal,,15,,
fq72301,niq720730,prodVseg,nfeProc/NFe/infNFe/det/prod/vSeg,Decimal,,15,,
fq72301,niq720731,prodVdesc,nfeProc/NFe/infNFe/det/prod/vDesc,Decimal,,15,,
fq72301,niq720769,prodXped,nfeProc/NFe/infNFe/det/prod/xPed,String,,60,,
fq72301,niq720771,impostoQselo,nfeProc/NFe/infNFe/det/imposto/IPI/qSelo,Integer,,12,,
fq72301,niq720772,impostoCenq,nfeProc/NFe/infNFe/det/imposto/IPI/cEnq,String,,3,,
fq72301,niq720773,impostoCst,nfeProc/NFe/infNFe/det/imposto/IPI/*/CST,String,,2,,
fq72301,niq720774,impostoVbc,nfeProc/NFe/infNFe/det/imposto/IPI/IPITrib/vBC,Decimal,,15,,
fq72301,niq720775,impostoQunid,nfeProc/NFe/infNFe/det/imposto/IPI/IPITrib/qUnid,Decimal,,16,,
fq72301,niq720776,impostoVunid,nfeProc/NFe/infNFe/det/imposto/IPI/IPITrib/vUnid,Decimal,,15,,
fq72301,niq720777,impostoPipi,nfeProc/NFe/infNFe/det/imposto/IPI/IPITrib/pIPI,Decimal,,5,,
fq72301,niq720778,impostoVipi,nfeProc/NFe/infNFe/det/imposto/IPI/IPITrib/vIPI,Decimal,,15,,
fq72301,niq720780,impostoVdespAdu,nfeProc/NFe/infNFe/det/imposto/II/vDespAdu,Decimal,,15,,
fq72301,niq720781,impostoVii,nfeProc/NFe/infNFe/det/imposto/II/vII,Decimal,,15,,
fq72301,niq720782,impostoViof,nfeProc/NFe/infNFe/det/imposto/II/vIOF,Decimal,,15,,
fq72301,niq720779,impostoIiVbc,nfeProc/NFe/infNFe/det/imposto/II/vBC,Decimal,,15,,
fq72301,niq720783,PISAliqCst,nfeProc/NFe/infNFe/det/imposto/PIS/*/CST,String,,2,,
fq72301,niq720784,PISAliqVbc,nfeProc/NFe/infNFe/det/imposto/PIS/*/vBC,Decimal,,15,,
fq72301,niq720785,PISAliqPpis,nfeProc/NFe/infNFe/det/imposto/PIS/*/pPIS,Decimal,,15,,
fq72301,niq720786,PISAliqQbcProd,nfeProc/NFe/infNFe/det/imposto/PIS/*/qBCProd,Decimal,,16,,
fq72301,niq720787,PISAliqValiqProd,nfeProc/NFe/infNFe/det/imposto/PIS/*/vAliqProd,Decimal,,15,,
fq72301,niq720788,PISAliqVpis,nfeProc/NFe/infNFe/det/imposto/PIS/*/vPIS,Decimal,,15,,
fq72301,niq720789,confinsCst,nfeProc/NFe/infNFe/det/imposto/COFINS/*/CST,String,,2,,
fq72301,niq720790,confinsVbc,nfeProc/NFe/infNFe/det/imposto/COFINS/*/vBC,Decimal,,15,,
fq72301,niq720791,confinsPcofins,nfeProc/NFe/infNFe/det/imposto/COFINS/*/pCOFINS,Decimal,,15,,
fq72301,niq720792,confinsQbcProd,nfeProc/NFe/infNFe/det/imposto/COFINS/*/qBCProd,Decimal,,16,,
fq72301,niq720793,confinsValiqProd,nfeProc/NFe/infNFe/det/imposto/COFINS/*/vAliqProd,Decimal,,15,,
fq72301,niq720794,confinsVCofins,nfeProc/NFe/infNFe/det/imposto/COFINS/*/vCOFINS,Decimal,,15,,
fq72301,niq720795,issqnVbc,nfeProc/NFe/infNFe/det/imposto/ISSQN/vBC,Decimal,,15,,
fq72301,niq720796,issqnValiq,nfeProc/NFe/infNFe/det/imposto/ISSQN/vAliq,Decimal,,5,,
fq72301,niq720797,issqnVissqn,nfeProc/NFe/infNFe/det/imposto/ISSQN/vISSQN,Decimal,,15,,
fq72301,niq720798,issqnCmunFg,nfeProc/NFe/infNFe/det/imposto/ISSQN/cMunFG,Integer,,7,,
fq72301,niq720799,issqnClistServ,nfeProc/NFe/infNFe/det/imposto/ISSQN/cListServ,String,,6,,
fq72301,niq720800,issqnCsitTrib,nfeProc/NFe/infNFe/det/imposto/ISSQN/cSitTrib,String,,1,,
fq72301,niq720801,infAdProd,nfeProc/NFe/infNFe/det/infAdProd,String,,500,,
fq72301,niq721221,prodNrecopi,nfeProc/NFe/infNFe/det/prod/nRECOPI,Integer,,20,,
fq72301,niq721222,impostoVtotTrib,nfeProc/NFe/infNFe/det/imposto/vTotTrib,Decimal,,15,,
fq72301,niq721223,icmsVicmsDeson,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSDeson,Decimal,,15,,
fq72301,niq721224,icmsVicmsOp,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSOp,Decimal,,15,,
fq72301,niq721225,icmsPDif,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pDif,Decimal,,7,,
fq72301,niq721226,icmsVicmsDif,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSDif,Decimal,,15,,
fq72301,niq721227,issqnVDeducao,nfeProc/NFe/infNFe/det/imposto/ISSQN/vDeducao,Decimal,,15,,
fq72301,niq721228,issqnVOutro,nfeProc/NFe/infNFe/det/imposto/ISSQN/vOutro,Decimal,,15,,
fq72301,niq721229,issqnVDescIncond,nfeProc/NFe/infNFe/det/imposto/ISSQN/vDescIncond,Decimal,,15,,
fq72301,niq721230,issqnVDescCond,nfeProc/NFe/infNFe/det/imposto/ISSQN/vDescCond,Decimal,,15,,
fq72301,niq721231,issqnVissRet,nfeProc/NFe/infNFe/det/imposto/ISSQN/vISSRet,Decimal,,15,,
fq72301,niq721232,issqnIndIss,nfeProc/NFe/infNFe/det/imposto/ISSQN/indISS,Integer,,2,,
fq72301,niq721233,issqnCServico,nfeProc/NFe/infNFe/det/imposto/ISSQN/cServico,String,,20,,
fq72301,niq721234,issqnCMun,nfeProc/NFe/infNFe/det/imposto/ISSQN/cMun,Integer,,7,,
fq72301,niq721235,issqnCPais,nfeProc/NFe/infNFe/det/imposto/ISSQN/cPais,Integer,,4,,
fq72301,niq721236,issqnNProcesso,nfeProc/NFe/infNFe/det/imposto/ISSQN/nProcesso,String,,30,,
fq72301,niq721237,issqnIndIncentivo,nfeProc/NFe/infNFe/det/imposto/ISSQN/indIncentivo,String,,1,,
fq72301,niq721238,impostoDevolPDevol,nfeProc/NFe/infNFe/det/impostoDevol/pDevol,Decimal,,15,,
fq72301,niq721239,impostoDevolVIpiDevol,nfeProc/NFe/infNFe/det/imposto/IPI/vIPIDevol,Decimal,,15,,
fq72301,niq721268,prodNve,nfeProc/NFe/infNFe/det/prod/NVE,String,,6,,
fq72301,niq721269,prodNfci,nfeProc/NFe/infNFe/det/prod/nFCI,String,,36,,
fq72301,niq721270,prodNve2,nfeProc/NFe/infNFe/det/prod/NVE2,String,,6,,
fq72301,niq721271,prodNve3,nfeProc/NFe/infNFe/det/prod/NVE3,String,,6,,
fq72301,niq721272,prodNve4,nfeProc/NFe/infNFe/det/prod/NVE4,String,,6,,
fq72301,niq721273,prodNve5,nfeProc/NFe/infNFe/det/prod/NVE5,String,,6,,
fq72301,niq721274,prodNve6,nfeProc/NFe/infNFe/det/prod/NVE6,String,,6,,
fq72301,niq721275,prodNve7,nfeProc/NFe/infNFe/det/prod/NVE7,String,,6,,
fq72301,niq721276,prodNve8,nfeProc/NFe/infNFe/det/prod/NVE8,String,,6,,
fq72301,niq721304,prodCest,nfeProc/NFe/infNFe/det/prod/CEST,String,,7,,
fq72301,niq721305,vBCUFDest,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/vBCUFDest,String,,13,,
fq72301,niq721306,pFCPUFDest,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/pFCPUFDest,Decimal,,15,,
fq72301,niq721307,pICMSUFDest,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/pICMSUFDest,Decimal,,15,,
fq72301,niq721308,pICMSInter,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/pICMSInter,Decimal,,15,,
fq72301,niq721309,pICMSInterPart,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/pICMSInterPart,Decimal,,10,,
fq72301,niq721310,vFCPUFDest,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/vFCPUFDest,Decimal,,13,,
fq72301,niq721311,vICMSUFDest,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/vICMSUFDest,Decimal,,13,,
fq72301,niq721312,vICMSUFRemet,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/vICMSUFRemet,Decimal,,13,,
fq72301,niq722410,icmsPFcp,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pFCP,Decimal,,15,,
fq72301,niq722411,icmsVFcp,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vFCP,Decimal,,15,,
fq72301,niq722412,icmsVbcfcpst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCFCPST,Decimal,,15,,
fq72301,niq722413,icmsPfcpst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pFCPST,Decimal,,15,,
fq72301,niq722414,icmsVfcpst,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vFCPST,Decimal,,15,,
fq72301,niq722415,icmsVbcfcp,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCFCP,Decimal,,15,,
fq72301,niq722416,icmsPfcpstRet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pFCPSTRet,Decimal,,15,,
fq72301,niq722417,icmsVfdcpstRet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vFCPSTRet,Decimal,,15,,
fq72301,niq722418,icmsPst,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSST/pST,Decimal,,15,,
fq72301,niq722419,VbcfcpStRet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCFCPSTRet,Decimal,,15,,
fq72301,niq722420,VbcfcpUfRet,nfeProc/NFe/infNFe/det/imposto/ICMSUFDest/vBCFCPUFDest,Decimal,,15,,
fq72301,niq722429,prodIndEscala,nfeProc/NFe/infNFe/det/prod/indEscala,String,,1,,
fq72301,niq722430,prodCnpjFab,nfeProc/NFe/infNFe/det/prod/CNPJFab,Integer,,14,,
fq72301,niq722431,prodCBenef,nfeProc/NFe/infNFe/det/prod/cBenef,String,,10,,
fq72301,niq722435,pRedBcefet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pRedBCEfet,Decimal,,7,,
fq72301,niq722436,vBceFet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vBCEfet,Decimal,,15,,
fq72301,niq722437,pIcmsEfet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/pICMSEfet,Decimal,,7,,
fq72301,niq722438,vIcmsEfet,nfeProc/NFe/infNFe/det/imposto/ICMS/*/vICMSEfet,Decimal,,15,,
fq72301,niq722439,vIcmsSubstituto,nfeProc/NFe/infNFe/det/imposto/ICMS/ICMSST/vICMSSubstituto,Decimal,,15,,
fq72302,neq720652,id,${chaveDeAcesso},String,neq720803 = 'dest',50,nfeProc/NFe/infNFe/dest,
fq72302,neq720803,cTipo,${compWhere},String,neq720803 = 'dest',15,,
fq72302,neq720804,cnpj,nfeProc/NFe/infNFe/dest/CNPJ,String,neq720803 = 'dest',14,,
fq72302,neq720805,cpf,nfeProc/NFe/infNFe/dest/CPF,String,neq720803 = 'dest',11,,
fq72302,neq720806,xNome,nfeProc/NFe/infNFe/dest/xNome,String,neq720803 = 'dest',60,,
fq72302,neq720807,xFant,nfeProc/NFe/infNFe/dest/xFant,String,neq720803 = 'dest',60,,
fq72302,neq720808,xLgr,nfeProc/NFe/infNFe/dest/enderDest/xLgr,String,neq720803 = 'dest',60,,
fq72302,neq720809,nro,nfeProc/NFe/infNFe/dest/enderDest/nro,String,neq720803 = 'dest',60,,
fq72302,neq720810,xCpl,nfeProc/NFe/infNFe/dest/enderDest/xCpl,String,neq720803 = 'dest',60,,
fq72302,neq720811,xBairro,nfeProc/NFe/infNFe/dest/enderDest/xBairro,String,neq720803 = 'dest',60,,
fq72302,neq720812,cMun,nfeProc/NFe/infNFe/dest/enderDest/cMun,String,neq720803 = 'dest',60,,
fq72302,neq720813,xMun,nfeProc/NFe/infNFe/dest/enderDest/xMun,String,neq720803 = 'dest',60,,
fq72302,neq720814,uf,nfeProc/NFe/infNFe/dest/enderDest/UF,String,neq720803 = 'dest',2,,
fq72302,neq720815,cep,nfeProc/NFe/infNFe/dest/enderDest/CEP,Integer,neq720803 = 'dest',8,,
fq72302,neq720816,cPais,nfeProc/NFe/infNFe/dest/enderDest/cPais,Integer,neq720803 = 'dest',4,,
fq72302,neq720817,xPais,nfeProc/NFe/infNFe/dest/enderDest/xPais,String,neq720803 = 'dest',60,,
fq72302,neq720819,ie,nfeProc/NFe/infNFe/dest/IE,String,neq720803 = 'dest',30,,
fq72302,neq720820,isuf,nfeProc/NFe/infNFe/dest/ISUF,String,neq720803 = 'dest',20,,
fq72302,neq720821,iest,nfeProc/NFe/infNFe/dest/IEST,String,neq720803 = 'dest',20,,
fq72302,neq720822,im,nfeProc/NFe/infNFe/dest/IM,String,neq720803 = 'dest',20,,
fq72302,neq720823,fone,nfeProc/NFe/infNFe/dest/enderDest/fone,String,neq720803 = 'dest',20,,
fq72302,neq720824,email,nfeProc/NFe/infNFe/dest/email,String,neq720803 = 'dest',60,,
fq72302,neq720825,cnae,nfeProc/NFe/infNFe/dest/CNAE,String,neq720803 = 'dest',7,,
fq72302,neq720826,crt,nfeProc/NFe/infNFe/dest/CRT,Integer,neq720803 = 'dest',1,,
fq72302,neq721206,idEstrangeiro,nfeProc/NFe/infNFe/dest/idEstrangeiro,String,neq720803 = 'dest',20,,
fq72302,neq721207,indIEDest,nfeProc/NFe/infNFe/dest/indIEDest,Integer,neq720803 = 'dest',1,,
fq72302,neq720652,id,${chaveDeAcesso},String,neq720803 = 'emit',50,nfeProc/NFe/infNFe/emit,
fq72302,neq720803,cTipo,${compWhere},String,neq720803 = 'emit',15,,
fq72302,neq720804,cnpj,nfeProc/NFe/infNFe/emit/CNPJ,String,neq720803 = 'emit',14,,
fq72302,neq720805,cpf,nfeProc/NFe/infNFe/emit/CPF,String,neq720803 = 'emit',11,,
fq72302,neq720806,xNome,nfeProc/NFe/infNFe/emit/xNome,String,neq720803 = 'emit',60,,
fq72302,neq720807,xFant,nfeProc/NFe/infNFe/emit/xFant,String,neq720803 = 'emit',60,,
fq72302,neq720808,xLgr,nfeProc/NFe/infNFe/emit/enderEmit/xLgr,String,neq720803 = 'emit',60,,
fq72302,neq720809,nro,nfeProc/NFe/infNFe/emit/enderEmit/nro,String,neq720803 = 'emit',60,,
fq72302,neq720810,xCpl,nfeProc/NFe/infNFe/emit/enderEmit/xCpl,String,neq720803 = 'emit',60,,
fq72302,neq720811,xBairro,nfeProc/NFe/infNFe/emit/enderEmit/xBairro,String,neq720803 = 'emit',60,,
fq72302,neq720812,cMun,nfeProc/NFe/infNFe/emit/enderEmit/cMun,String,neq720803 = 'emit',60,,
fq72302,neq720813,xMun,nfeProc/NFe/infNFe/emit/enderEmit/xMun,String,neq720803 = 'emit',60,,
fq72302,neq720814,uf,nfeProc/NFe/infNFe/emit/enderEmit/UF,String,neq720803 = 'emit',2,,
fq72302,neq720815,cep,nfeProc/NFe/infNFe/emit/enderEmit/CEP,Integer,neq720803 = 'emit',8,,
fq72302,neq720816,cPais,nfeProc/NFe/infNFe/emit/enderEmit/cPais,Integer,neq720803 = 'emit',4,,
fq72302,neq720817,xPais,nfeProc/NFe/infNFe/emit/enderEmit/xPais,String,neq720803 = 'emit',60,,
fq72302,neq720819,ie,nfeProc/NFe/infNFe/emit/IE,String,neq720803 = 'emit',30,,
fq72302,neq720820,isuf,nfeProc/NFe/infNFe/emit/ISUF,String,neq720803 = 'emit',20,,
fq72302,neq720821,iest,nfeProc/NFe/infNFe/emit/IEST,String,neq720803 = 'emit',20,,
fq72302,neq720822,im,nfeProc/NFe/infNFe/emit/IM,String,neq720803 = 'emit',20,,
fq72302,neq720823,fone,nfeProc/NFe/infNFe/emit/enderEmit/fone,String,neq720803 = 'emit',20,,
fq72302,neq720824,email,nfeProc/NFe/infNFe/emit/email,String,neq720803 = 'emit',60,,
fq72302,neq720825,cnae,nfeProc/NFe/infNFe/emit/CNAE,String,neq720803 = 'emit',7,,
fq72302,neq720826,crt,nfeProc/NFe/infNFe/emit/CRT,Integer,neq720803 = 'emit',1,,
fq72302,neq721206,idEstrangeiro,nfeProc/NFe/infNFe/emit/idEstrangeiro,String,neq720803 = 'emit',20,,
fq72302,neq721207,indIEDest,nfeProc/NFe/infNFe/emit/indIEDest,Integer,neq720803 = 'emit',1,,
fq72302,neq720652,id,${chaveDeAcesso},String,neq720803 = 'entrega',50,nfeProc/NFe/infNFe/entrega,
fq72302,neq720803,cTipo,${compWhere},String,neq720803 = 'entrega',15,,
